hour,lat,long,base,MedianIncomeByPlaceofBirth,MedianIncome,TotalPopulation,AvgPopulation,Population5M,Population45M,Population4M,Population35M,Population3M,UserGroup
58,41.1032,-73.9972,B02598,51442.0,100903.0,5702.0,5980.0,295350.0,273008.0,252553.0,185611.0,142254.0,1
12,40.6344,-74.0308,B02682,42031.0,67105.0,4245.0,4342.0,1767823.0,1409140.0,1112634.0,867988.0,678123.0,1
33,40.6664,-73.9364,B02512,31061.0,48738.0,5253.0,4903.0,2942372.0,2539379.0,2197508.0,1867646.0,1515052.0,0
25,40.7244,-73.6405,B02617,70189.0,145179.0,6972.0,6940.0,715047.0,600163.0,479851.0,389901.0,327013.0,1
3,40.6978,-73.9965,B02617,93702.0,130063.0,4340.0,4246.0,2784622.0,2318307.0,1835470.0,1420531.0,1056951.0,1
17,40.9012,-73.777,B02617,32004.0,59965.0,3196.0,3016.0,645491.0,515081.0,394781.0,280624.0,223494.0,0
6,40.6133,-74.0367,B02598,50272.0,76413.0,2302.0,2310.0,1456931.0,1188184.0,954087.0,776721.0,628264.0,1
26,40.6774,-73.8406,B02617,28911.0,78833.0,2920.0,3030.0,2002833.0,1628642.0,1291342.0,995416.0,708735.0,1
49,40.7115,-73.9166,B02617,32238.0,69861.0,4370.0,4413.0,3420886.0,2895624.0,2359125.0,1783687.0,1243203.0,1
20,40.7497,-73.7572,B02682,50125.0,99375.0,1956.0,1891.0,1337519.0,1038454.0,900575.0,745642.0,560457.0,1
20,40.6962,-73.7632,B02682,34632.0,82396.0,1333.0,1299.0,1458944.0,1224675.0,1003608.0,874055.0,710948.0,1
48,40.6505,-73.9293,B02598,32298.0,42663.0,3368.0,2900.0,2778099.0,2463758.0,2086814.0,1655258.0,1295018.0,0
13,40.7473,-73.9722,B02682,70172.0,118866.0,8610.0,7995.0,3060422.0,2633281.0,2217430.0,1787324.0,1383150.0,1
30,40.6292,-73.8987,B02617,38750.0,75161.0,2617.0,2448.0,2074582.0,1628103.0,1319782.0,995103.0,692674.0,1
5,40.8049,-73.9502,B02617,37312.0,62000.0,6265.0,5977.0,2887387.0,2482568.0,2088797.0,1827920.0,1472491.0,0
50,40.6686,-73.9935,B02682,44420.0,91307.0,2851.0,2796.0,2760333.0,2414015.0,1940150.0,1532189.0,1138868.0,1
20,40.5925,-73.9777,B02598,25598.0,57188.0,3730.0,3706.0,1494005.0,1331895.0,1188169.0,994970.0,776622.0,0
32,40.7476,-73.8916,B02682,33185.0,66184.0,5251.0,5043.0,3009313.0,2217285.0,1725744.0,1298537.0,935487.0,1
0,40.7762,-73.9575,B02617,92820.0,153906.0,7773.0,8175.0,3073492.0,2615654.0,2150936.0,1774350.0,1369350.0,1
33,40.8556,-73.8827,B02598,13622.0,21651.0,9292.0,9438.0,2216634.0,2020792.0,1849971.0,1674089.0,1465020.0,0
36,40.7327,-73.8639,B02617,30725.0,44692.0,3836.0,3716.0,2470932.0,2064700.0,1711425.0,1358990.0,1071793.0,0
3,40.9123,-73.8325,B02512,30234.0,50984.0,6298.0,6418.0,1106698.0,915734.0,760966.0,628835.0,445378.0,0
8,41.079,-73.9547,B02598,44161.0,117561.0,5715.0,5634.0,238448.0,214800.0,170807.0,116503.0,95732.0,1
14,40.7694,-73.2933,B02617,29835.0,78603.0,3298.0,3460.0,382034.0,357440.0,291030.0,259785.0,200333.0,1
38,40.6882,-73.8493,B02617,19060.0,67279.0,3129.0,3224.0,2370343.0,1983053.0,1601447.0,1243598.0,925548.0,1
39,40.7096,-73.8295,B02617,50369.0,71746.0,2252.0,2073.0,2243359.0,1918313.0,1623169.0,1303707.0,1025589.0,1
17,40.8034,-72.8188,B02617,32389.0,56071.0,6674.0,7314.0,122688.0,114913.0,113157.0,110890.0,104210.0,0
22,40.6195,-74.0388,B02598,54893.0,74083.0,2424.0,2464.0,1475609.0,1183158.0,947745.0,771452.0,616059.0,1
26,40.7258,-73.8697,B02598,33750.0,57225.0,2029.0,1962.0,2623939.0,2224827.0,1805258.0,1436967.0,1095554.0,0
58,40.6126,-73.9124,B02617,36791.0,83672.0,5939.0,6265.0,1717640.0,1454879.0,1170341.0,823532.0,583696.0,1
0,40.711,-73.8544,B02617,39591.0,68571.0,1898.0,1947.0,2454326.0,2078381.0,1801500.0,1472243.0,1121975.0,1
36,40.6087,-74.1401,B02682,30948.0,58902.0,4931.0,5242.0,578060.0,506820.0,462495.0,382412.0,279458.0,0
21,40.6946,-73.9553,B02682,33538.0,59798.0,2501.0,2712.0,3162850.0,2677869.0,2192533.0,1780648.0,1422223.0,0
52,40.6322,-73.6241,B02512,55387.0,140167.0,5761.0,5767.0,436783.0,362028.0,295874.0,230243.0,202336.0,1
43,40.5771,-73.9816,B02617,21437.0,55469.0,2874.0,2483.0,1286337.0,1155235.0,916190.0,729220.0,556274.0,0
23,40.6301,-73.9787,B02598,15591.0,35571.0,3563.0,3547.0,2267010.0,2021448.0,1806381.0,1565161.0,1306415.0,0
8,40.703,-73.9081,B02617,26567.0,56591.0,6202.0,5807.0,3292422.0,2755091.0,2191183.0,1740916.0,1287102.0,0
42,40.8819,-73.3934,B02617,66181.0,175875.0,2382.0,2585.0,160579.0,149499.0,130279.0,106232.0,82010.0,1
28,40.8717,-73.9114,B02617,12386.0,21957.0,4348.0,4627.0,2338827.0,2125602.0,1834166.0,1522748.0,1194469.0,0
8,40.6102,-73.9751,B02617,26311.0,52123.0,3480.0,3327.0,1875069.0,1655607.0,1450222.0,1325207.0,1153460.0,0
46,40.7244,-73.7036,B02682,43611.0,90250.0,4124.0,4243.0,968264.0,804152.0,622796.0,497470.0,378838.0,1
48,40.7452,-73.9986,B02617,49364.0,75862.0,9916.0,10012.0,2561912.0,2234247.0,1887534.0,1563535.0,1236667.0,1
55,40.7168,-73.2229,B02598,51916.0,136875.0,3626.0,3535.0,240514.0,194515.0,187482.0,138668.0,109879.0,1
42,40.5971,-73.9423,B02617,39808.0,71899.0,5179.0,5205.0,1591041.0,1333413.0,1121653.0,917871.0,734334.0,1
29,40.608,-73.9876,B02617,22881.0,46544.0,3841.0,3667.0,1802584.0,1584097.0,1391416.0,1235161.0,1088361.0,0
24,40.8492,-73.9336,B02598,18851.0,38211.0,9657.0,9431.0,2442326.0,2132010.0,1892371.0,1622346.0,1336745.0,0
35,40.7752,-73.9454,B02598,49472.0,85428.0,7644.0,7510.0,3216463.0,2681806.0,2212170.0,1736117.0,1356387.0,1
0,40.6867,-73.9863,B02617,63821.0,121818.0,3649.0,3653.0,2866847.0,2435273.0,2080573.0,1690422.0,1243376.0,1
14,40.7434,-73.8837,B02617,21021.0,47222.0,3675.0,4363.0,2791182.0,2180879.0,1600592.0,1253549.0,975821.0,0
34,40.904,-73.481,B02598,80682.0,211087.0,3702.0,3696.0,90938.0,53928.0,34517.0,31336.0,19187.0,1
47,40.8629,-73.8508,B02617,27792.0,75069.0,2001.0,2023.0,1942586.0,1771760.0,1519158.0,1246179.0,1005785.0,1
9,40.6388,-73.6031,B02682,51530.0,120238.0,3388.0,3478.0,413029.0,344747.0,284576.0,207543.0,171576.0,1
1,40.64,-73.9292,B02512,29051.0,49487.0,2482.0,2472.0,2687096.0,2432475.0,2017207.0,1601680.0,1255504.0,0
25,40.6622,-73.9904,B02617,50690.0,102470.0,3631.0,3561.0,2779124.0,2382120.0,1952040.0,1513351.0,1156585.0,1
13,40.6896,-73.9692,B02598,65288.0,104196.0,2817.0,2934.0,2967381.0,2496529.0,2160740.0,1754888.0,1366616.0,1
11,40.624,-74.022,B02617,28481.0,58309.0,3084.0,3192.0,1730594.0,1504275.0,1234229.0,983552.0,742750.0,0
11,40.8477,-73.8301,B02617,30000.0,50300.0,5714.0,5430.0,1721771.0,1453212.0,1140602.0,863331.0,645147.0,0
21,40.8646,-73.8679,B02617,24593.0,47672.0,4334.0,4409.0,2067064.0,1918948.0,1695720.0,1524294.0,1234566.0,0
17,40.6599,-73.4774,B02598,46111.0,124563.0,5398.0,5436.0,364249.0,313881.0,264551.0,189841.0,153916.0,1
56,40.655,-73.9187,B02617,27685.0,44732.0,3931.0,4125.0,2672516.0,2318166.0,1950082.0,1618658.0,1266054.0,0
19,40.7504,-73.4661,B02617,43965.0,114375.0,5624.0,5439.0,474841.0,357625.0,304965.0,247006.0,154087.0,1
7,40.8397,-73.9181,B02682,16829.0,26732.0,3927.0,3948.0,2619004.0,2289126.0,2010691.0,1793100.0,1515418.0,0
34,40.7336,-74.008,B02512,96291.0,129924.0,3990.0,4161.0,2391318.0,2053970.0,1709909.0,1375991.0,1069508.0,1
46,40.5994,-73.7461,B02617,17588.0,26557.0,10986.0,10976.0,320358.0,244576.0,205596.0,163016.0,153904.0,0
17,40.5811,-73.8251,B02682,25925.0,49245.0,5240.0,5308.0,226664.0,172279.0,114049.0,84788.0,60523.0,0
9,40.6797,-73.7515,B02617,32734.0,80441.0,3091.0,2913.0,1259599.0,1051392.0,855555.0,724319.0,566714.0,1
57,40.6512,-73.9205,B02617,30646.0,48182.0,2281.0,2393.0,2666451.0,2300169.0,1945206.0,1522727.0,1182579.0,0
41,41.0163,-73.7799,B02617,27856.0,77070.0,7704.0,7756.0,318729.0,251939.0,206053.0,191585.0,160048.0,1
46,40.6626,-73.9356,B02598,24683.0,34271.0,1555.0,1513.0,2872279.0,2545051.0,2198010.0,1831970.0,1498559.0,0
16,41.0362,-73.8034,B02598,56933.0,87273.0,3343.0,3374.0,291205.0,257526.0,217823.0,191438.0,168766.0,1
31,40.6982,-73.9803,B02617,65417.0,131250.0,347.0,351.0,3020937.0,2529579.0,2018754.0,1674474.0,1344896.0,1
31,40.6813,-74.0045,B02682,37105.0,70833.0,1337.0,1397.0,2740624.0,2298106.0,1782284.0,1365516.0,912691.0,1
55,40.7555,-73.7627,B02682,47642.0,89679.0,3047.0,3172.0,1264196.0,979057.0,845092.0,710803.0,517193.0,1
12,40.7158,-73.6168,B02598,22810.0,48197.0,7097.0,7214.0,718652.0,617221.0,515294.0,381980.0,303967.0,0
6,40.8565,-73.9101,B02617,16598.0,29559.0,6732.0,6578.0,2370283.0,2136840.0,1916487.0,1658206.0,1431603.0,0
46,41.0356,-73.8381,B02598,60163.0,168500.0,2920.0,2906.0,308632.0,270003.0,230204.0,179220.0,141741.0,1
2,40.8559,-73.8566,B02598,33199.0,57292.0,2998.0,3075.0,2047205.0,1838671.0,1639630.0,1403335.0,1136027.0,0
59,40.6893,-73.8077,B02598,27578.0,67564.0,1784.0,1675.0,1719425.0,1425970.0,1130544.0,951225.0,779178.0,1
38,40.8219,-73.293,B02617,45349.0,115349.0,5081.0,4975.0,361050.0,305131.0,226573.0,184662.0,131675.0,1
20,41.0922,-73.8177,B02598,8593.0,46429.0,2101.0,1921.0,245518.0,198979.0,152121.0,138081.0,92015.0,0
51,40.6858,-73.7789,B02682,34091.0,69850.0,1923.0,1926.0,1439854.0,1235161.0,1026196.0,894216.0,715690.0,1
21,40.6758,-73.8975,B02598,18906.0,30170.0,2452.0,2144.0,2710681.0,2241586.0,1836747.0,1486997.0,1180728.0,0
29,40.6063,-74.0099,B02617,26205.0,66346.0,3298.0,3479.0,1642292.0,1454862.0,1264219.0,1081280.0,899547.0,1
23,40.8356,-73.878,B02617,19769.0,38321.0,1328.0,1269.0,2301863.0,2053177.0,1847698.0,1679894.0,1404936.0,0
4,40.6245,-73.724,B02617,35361.0,93558.0,6685.0,6652.0,591655.0,475374.0,380848.0,292118.0,229335.0,1
3,40.9217,-73.9042,B02617,29456.0,69154.0,4076.0,4132.0,1250954.0,1044849.0,768113.0,522034.0,319450.0,1
20,40.6802,-73.9467,B02598,24234.0,45769.0,2398.0,2295.0,3061812.0,2663030.0,2238998.0,1824648.0,1498206.0,0
26,40.9084,-73.1117,B02617,3231.0,155179.0,9059.0,9150.0,232042.0,188225.0,159926.0,136662.0,103724.0,1
45,40.7588,-73.9854,B02598,86635.0,141875.0,2489.0,2501.0,2739635.0,2388480.0,2071448.0,1777322.0,1394142.0,1
36,40.644,-73.9785,B02598,34297.0,73611.0,4452.0,4190.0,2603640.0,2270484.0,1958690.0,1701129.0,1360162.0,1
24,40.7991,-73.6829,B02617,72917.0,178750.0,4785.0,4764.0,335934.0,285621.0,245975.0,178240.0,132771.0,1
48,40.7097,-73.9961,B02617,11072.0,17500.0,5171.0,5311.0,2794314.0,2258066.0,1730997.0,1383826.0,1121299.0,0
12,40.818,-73.9249,B02512,16751.0,25526.0,5471.0,5609.0,2959691.0,2582656.0,2270206.0,1877330.0,1483108.0,0
44,40.6939,-73.7893,B02617,21313.0,44018.0,2661.0,2425.0,1623294.0,1377555.0,1141260.0,947677.0,779271.0,0
46,40.9036,-73.9033,B02512,42950.0,79773.0,2490.0,2314.0,1621505.0,1322315.0,1080777.0,863893.0,603882.0,1
49,40.7274,-73.9518,B02598,41458.0,82448.0,2593.0,2386.0,3444125.0,2853942.0,2444750.0,1957937.0,1456369.0,1
4,40.7148,-73.7888,B02598,18679.0,76458.0,1725.0,1685.0,1793436.0,1565584.0,1315767.0,1059017.0,782285.0,1
0,40.6117,-74.0102,B02682,27213.0,66510.0,3419.0,3935.0,1634787.0,1428760.0,1239157.0,1019915.0,831751.0,1
58,40.6096,-74.0629,B02598,40985.0,80440.0,5843.0,5662.0,1031064.0,874746.0,670825.0,468577.0,315403.0,1
49,40.6779,-73.4456,B02682,34693.0,107415.0,4320.0,4283.0,389833.0,352858.0,293139.0,232587.0,200814.0,1
50,40.7302,-73.2128,B02617,35434.0,85203.0,5849.0,5885.0,276784.0,232546.0,217487.0,175756.0,145439.0,1
56,40.7233,-73.5507,B02598,38594.0,111399.0,6304.0,6317.0,629053.0,544339.0,457966.0,362803.0,301740.0,1
59,40.6366,-73.9515,B02617,26288.0,37159.0,3307.0,3114.0,2602335.0,2357348.0,2114261.0,1794466.0,1414590.0,0
44,40.6664,-73.8831,B02598,24432.0,24135.0,3048.0,3069.0,2365090.0,1959031.0,1564986.0,1250782.0,972576.0,0
27,40.5769,-73.9652,B02617,21890.0,31250.0,3480.0,3371.0,1233724.0,1030363.0,834857.0,647992.0,520868.0,0
2,40.7029,-73.889,B02598,29340.0,59167.0,1898.0,1693.0,2918880.0,2503327.0,2132594.0,1706035.0,1248169.0,0
41,41.0467,-73.7918,B02512,34050.0,84766.0,4769.0,4810.0,269657.0,247011.0,213159.0,174406.0,153716.0,1
27,40.709,-73.6385,B02598,21702.0,35682.0,4699.0,4896.0,770809.0,641368.0,551806.0,424005.0,314313.0,0
4,40.8234,-73.3961,B02617,36720.0,96438.0,4488.0,4570.0,268606.0,229296.0,189065.0,148789.0,130322.0,1
1,40.8354,-73.3875,B02617,53750.0,116528.0,4687.0,4750.0,241168.0,210282.0,202200.0,157346.0,141073.0,1
24,40.5839,-73.935,B02682,34975.0,69231.0,2956.0,3070.0,1279609.0,1035849.0,851646.0,648041.0,497075.0,1
1,40.6675,-73.6383,B02512,68036.0,160882.0,4244.0,4189.0,711437.0,583128.0,514744.0,431226.0,342839.0,1
31,40.7186,-73.9548,B02617,68227.0,106184.0,2343.0,2107.0,3313880.0,2810408.0,2312026.0,1882092.0,1411657.0,1
3,40.574,-74.0005,B02682,11720.0,19574.0,6404.0,5838.0,1157953.0,948078.0,734638.0,571835.0,425934.0,0
9,40.757,-73.9781,B02598,112875.0,-666666666.0,56.0,44.0,2961953.0,2468816.0,2150250.0,1825733.0,1454349.0,0
2,40.6914,-73.5543,B02598,43990.0,125511.0,4717.0,4693.0,616192.0,524079.0,442558.0,355456.0,292700.0,1
47,40.6208,-73.9242,B02598,32038.0,74904.0,2300.0,2112.0,2199172.0,1929570.0,1593201.0,1273986.0,995941.0,1
9,40.6352,-73.6938,B02617,49907.0,104516.0,6268.0,6043.0,698518.0,586496.0,463190.0,341272.0,271136.0,1
39,40.7348,-73.9452,B02598,29881.0,56250.0,1074.0,1071.0,3399933.0,2859110.0,2395446.0,1913290.0,1467236.0,0
47,40.8544,-73.865,B02617,25983.0,39651.0,4186.0,4265.0,2059622.0,1894803.0,1714097.0,1504248.0,1278405.0,0
22,40.701,-73.8413,B02598,27182.0,63409.0,1598.0,1620.0,2271793.0,1933109.0,1584249.0,1242420.0,945822.0,0
9,40.7718,-73.9554,B02617,78128.0,96591.0,11698.0,12980.0,3172996.0,2653524.0,2179487.0,1768580.0,1345771.0,1
24,40.7259,-73.9836,B02598,52302.0,68675.0,7939.0,7920.0,2986680.0,2561909.0,2070989.0,1541412.0,1194245.0,1
21,40.6998,-73.7719,B02512,37193.0,85455.0,2426.0,2496.0,1505153.0,1231370.0,1029812.0,874410.0,740186.0,1
35,40.6792,-73.9287,B02617,21497.0,31953.0,2947.0,2791.0,3001327.0,2504708.0,2121077.0,1776479.0,1457436.0,0
31,40.7147,-73.8026,B02617,27724.0,80000.0,2271.0,2183.0,1997600.0,1720087.0,1436350.0,1150396.0,890951.0,1
38,40.819,-73.9019,B02617,14926.0,26438.0,7051.0,6693.0,3038553.0,2617313.0,2200627.0,1803404.0,1417604.0,0
25,40.7293,-73.8956,B02598,33269.0,62708.0,2042.0,1914.0,3051439.0,2510771.0,1924117.0,1432631.0,1057463.0,0
54,40.8813,-73.8784,B02682,17669.0,29568.0,10265.0,10346.0,1999870.0,1818507.0,1570936.0,1310172.0,1030492.0,0
14,40.7402,-73.6995,B02598,36535.0,102283.0,4510.0,4483.0,873610.0,727543.0,577051.0,470005.0,342358.0,1
10,40.7255,-73.8566,B02512,45880.0,77500.0,6864.0,6005.0,2446803.0,2100672.0,1746047.0,1417557.0,1103496.0,1
49,40.7457,-73.6023,B02617,41742.0,89409.0,4918.0,4796.0,570875.0,511794.0,370204.0,318298.0,216369.0,1
29,41.0392,-73.7819,B02617,52669.0,124500.0,5835.0,5966.0,247744.0,237554.0,190311.0,169072.0,131728.0,1
37,40.7674,-73.912,B02617,34223.0,63487.0,4074.0,4205.0,3269505.0,2675593.0,2069271.0,1494585.0,1106744.0,0
17,40.8111,-73.9244,B02617,19455.0,30357.0,6473.0,6487.0,3087312.0,2692295.0,2267914.0,1885693.0,1512285.0,0
54,40.7039,-73.904,B02617,31783.0,61250.0,4672.0,4745.0,3249344.0,2641208.0,2192815.0,1757895.0,1303865.0,0
39,40.6371,-73.9585,B02682,27272.0,52063.0,5506.0,5533.0,2584593.0,2349168.0,2122526.0,1846101.0,1478278.0,0
11,40.706,-73.8318,B02682,36094.0,63448.0,5719.0,5616.0,2253369.0,1954196.0,1584216.0,1268160.0,942675.0,0
8,40.7177,-73.8037,B02617,9385.0,76932.0,4756.0,4690.0,1932092.0,1688041.0,1408253.0,1128911.0,867270.0,1
10,40.621,-74.0022,B02682,22253.0,42891.0,4682.0,4918.0,1943596.0,1710297.0,1480555.0,1251744.0,1008701.0,0
19,40.8226,-73.6793,B02617,74306.0,166635.0,2025.0,2047.0,279928.0,205485.0,185536.0,142653.0,134164.0,1
52,40.7598,-73.8207,B02598,20022.0,39955.0,6722.0,6598.0,1729941.0,1410667.0,1164140.0,976871.0,735799.0,0
58,40.7839,-73.4221,B02682,42310.0,119985.0,7771.0,7613.0,308159.0,253891.0,198104.0,121813.0,101770.0,1
9,40.7582,-73.7777,B02617,27464.0,60769.0,3295.0,3415.0,1425209.0,1146257.0,899721.0,686519.0,518442.0,0
14,40.5945,-73.9814,B02617,21595.0,53269.0,2962.0,2749.0,1538582.0,1375527.0,1229001.0,1089974.0,841905.0,0
56,40.7836,-73.9589,B02617,92137.0,205145.0,5119.0,5015.0,3072848.0,2568907.0,2140376.0,1737527.0,1380183.0,1
35,40.7435,-73.7259,B02682,13179.0,55313.0,1516.0,1382.0,1178455.0,948626.0,722391.0,584782.0,441959.0,0
2,40.8343,-73.902,B02598,18703.0,24874.0,4423.0,4508.0,2678999.0,2372773.0,2008418.0,1769042.0,1514652.0,0
17,40.7674,-73.5281,B02617,31487.0,80885.0,5665.0,5948.0,389896.0,342570.0,299180.0,255194.0,214679.0,1
50,40.669,-73.9583,B02617,28493.0,50096.0,6881.0,6538.0,2992167.0,2660305.0,2323463.0,1888821.0,1510703.0,0
45,40.623,-74.0314,B02617,32008.0,86800.0,2745.0,2541.0,1568922.0,1303504.0,1061939.0,844672.0,666866.0,1
2,40.6955,-73.9477,B02617,27906.0,53033.0,2158.0,1981.0,3281658.0,2720880.0,2202785.0,1799704.0,1430741.0,0
13,40.8109,-73.9588,B02617,33252.0,48955.0,10050.0,9976.0,2647554.0,2342887.0,2022374.0,1680709.0,1347272.0,0
39,41.0163,-73.7969,B02617,67422.0,115523.0,2681.0,2750.0,297439.0,264404.0,236921.0,200038.0,176856.0,1
53,40.8928,-73.844,B02682,32653.0,84850.0,6942.0,6893.0,1599729.0,1372557.0,1123056.0,921886.0,649656.0,1
44,40.7463,-73.8993,B02617,24989.0,44720.0,7364.0,7139.0,3219711.0,2488622.0,1831899.0,1416218.0,1036442.0,0
54,40.6423,-73.9516,B02617,25176.0,37367.0,5197.0,5154.0,2649888.0,2403902.0,2155936.0,1841936.0,1471732.0,0
18,40.73,-73.6904,B02617,47071.0,126389.0,6210.0,6079.0,899717.0,748344.0,587279.0,467929.0,360744.0,1
46,40.7195,-73.7798,B02617,29521.0,61280.0,3811.0,4204.0,1713933.0,1499239.0,1235837.0,989834.0,742366.0,0
54,40.7587,-73.8915,B02682,26081.0,65644.0,5811.0,6379.0,3028205.0,2232621.0,1679620.0,1254069.0,914353.0,1
23,40.7606,-73.7666,B02598,40527.0,79096.0,3403.0,3265.0,1162979.0,914742.0,775253.0,647351.0,478417.0,1
25,40.6277,-73.7217,B02617,49186.0,130273.0,6437.0,6563.0,601272.0,501462.0,419815.0,337174.0,245829.0,1
14,40.7782,-73.9137,B02598,37284.0,63309.0,2490.0,2695.0,3272178.0,2612622.0,2179652.0,1744073.0,1335036.0,0
36,40.7503,-73.1922,B02617,39050.0,108438.0,5611.0,5302.0,264530.0,247534.0,211499.0,166056.0,143154.0,1
4,40.7068,-73.9191,B02598,27321.0,57604.0,5066.0,5039.0,3450750.0,2903845.0,2359935.0,1743353.0,1282329.0,0
12,40.988,-73.7261,B02682,115278.0,222708.0,3320.0,3258.0,267216.0,234727.0,207148.0,172188.0,140063.0,1
58,40.8476,-73.8581,B02617,32188.0,52277.0,2276.0,2318.0,2064594.0,1839760.0,1610802.0,1383210.0,1113388.0,0
39,40.96,-73.8284,B02598,60578.0,161034.0,3334.0,3222.0,606401.0,497484.0,387877.0,288186.0,218342.0,1
20,40.6905,-73.9306,B02617,29583.0,44505.0,2896.0,2909.0,3267076.0,2728575.0,2189684.0,1801048.0,1359833.0,0
11,40.6616,-73.9086,B02617,17557.0,33043.0,4104.0,4202.0,2601683.0,2188813.0,1861780.0,1569807.0,1242941.0,0
48,40.6341,-73.9054,B02598,40634.0,72961.0,1886.0,1838.0,2321861.0,1874763.0,1471475.0,1160747.0,874839.0,1
1,40.8762,-73.8439,B02598,29979.0,69939.0,8115.0,7068.0,1824273.0,1554876.0,1320928.0,1068580.0,796753.0,1
50,40.757,-73.6393,B02682,67943.0,156397.0,2582.0,2581.0,554013.0,476686.0,363669.0,255496.0,194206.0,1
35,40.7373,-73.9256,B02598,34227.0,73500.0,2923.0,3077.0,3361714.0,2825407.0,2338399.0,1830720.0,1372391.0,1
20,40.5881,-73.9533,B02598,24760.0,48542.0,1861.0,1890.0,1500780.0,1288922.0,1051644.0,872926.0,716135.0,0
59,40.8538,-73.9081,B02617,14364.0,20437.0,5446.0,5613.0,2415410.0,2206649.0,1909037.0,1673079.0,1449461.0,0
40,40.6044,-74.1411,B02617,37301.0,83767.0,5513.0,5127.0,576930.0,497657.0,453269.0,396444.0,309994.0,1
25,41.004,-73.6594,B02598,21550.0,40164.0,5058.0,5082.0,194982.0,155474.0,122703.0,111996.0,102421.0,0
9,40.6409,-73.994,B02598,15426.0,30662.0,6561.0,6707.0,2409055.0,2089551.0,1713247.0,1419710.0,1159976.0,0
59,40.718,-73.9826,B02682,18430.0,28791.0,6484.0,6546.0,3024903.0,2507368.0,2008322.0,1540845.0,1219292.0,0
2,40.6614,-73.954,B02682,32686.0,72083.0,3877.0,3690.0,2942109.0,2659562.0,2270016.0,1934081.0,1490874.0,1
6,40.8239,-73.899,B02617,15917.0,23255.0,4504.0,4240.0,2872758.0,2496501.0,2102111.0,1738017.0,1437950.0,0
19,40.7419,-74.0038,B02617,41250.0,69485.0,4127.0,3994.0,2527151.0,2174881.0,1840553.0,1480362.0,1158098.0,1
46,40.6778,-73.8854,B02598,21164.0,36553.0,1930.0,1783.0,2712224.0,2240244.0,1756845.0,1367708.0,1072608.0,0
42,40.7565,-73.8771,B02598,27374.0,55000.0,4178.0,4215.0,2608173.0,2040695.0,1519457.0,1132502.0,954003.0,0
57,40.6455,-74.0098,B02617,17567.0,38696.0,7403.0,8144.0,2256901.0,1853769.0,1525821.0,1244560.0,952604.0,0
4,40.6838,-73.8782,B02617,25616.0,47131.0,3037.0,3198.0,2681730.0,2297471.0,1775295.0,1374623.0,1049259.0,0
25,40.6838,-73.9759,B02682,44333.0,79083.0,1708.0,1589.0,2940906.0,2507038.0,2138494.0,1760029.0,1355566.0,1
12,40.7288,-73.7323,B02682,33917.0,76875.0,7003.0,6845.0,1250819.0,1043407.0,812903.0,638021.0,488973.0,1
56,40.6847,-73.9311,B02682,35558.0,56842.0,4027.0,3860.0,3180494.0,2599298.0,2169831.0,1826682.0,1404767.0,0
28,40.707,-74.0165,B02682,101656.0,162030.0,10241.0,7044.0,2321418.0,1867190.0,1519204.0,1220546.0,909263.0,1
37,40.7059,-73.8011,B02598,26988.0,41488.0,3817.0,3247.0,1829619.0,1580347.0,1308815.0,1042611.0,812402.0,0
58,40.8158,-73.9169,B02598,24508.0,38600.0,2702.0,2544.0,2983729.0,2577671.0,2228909.0,1845885.0,1487143.0,0
22,40.9755,-73.7953,B02598,52903.0,114464.0,3744.0,3776.0,537584.0,437769.0,330291.0,242091.0,170656.0,1
43,40.7132,-73.9581,B02617,31968.0,42908.0,5511.0,5538.0,3223860.0,2675330.0,2197684.0,1771707.0,1428894.0,0
12,40.7116,-73.9245,B02617,16929.0,27643.0,3034.0,3468.0,3400164.0,3014227.0,2512909.0,1905658.0,1302185.0,0
48,40.8494,-73.8506,B02598,43036.0,88000.0,1284.0,1190.0,1955279.0,1724471.0,1472050.0,1206718.0,960295.0,1
59,40.7656,-73.9875,B02617,63138.0,83382.0,5038.0,4870.0,2639219.0,2328845.0,2005106.0,1722938.0,1402243.0,1
46,40.8086,-73.1066,B02512,41918.0,97457.0,4721.0,4342.0,330686.0,283745.0,227571.0,176367.0,153976.0,1
24,40.6893,-73.986,B02682,79306.0,136176.0,1175.0,1214.0,2879742.0,2412371.0,2046782.0,1658760.0,1234083.0,1
36,40.5712,-74.1392,B02598,36928.0,96042.0,6442.0,6095.0,461900.0,425990.0,374137.0,299291.0,249894.0,1
8,40.8444,-73.6963,B02598,49386.0,104063.0,4595.0,4604.0,185981.0,146126.0,126079.0,95146.0,78092.0,1
38,40.662,-73.921,B02598,10790.0,18792.0,3460.0,3756.0,2767684.0,2368441.0,2010224.0,1729691.0,1416322.0,0
16,40.8782,-73.8805,B02617,24091.0,33759.0,7238.0,7168.0,2070227.0,1844909.0,1683759.0,1414818.0,1121918.0,0
26,40.6259,-74.037,B02617,58906.0,103750.0,1378.0,1338.0,1600354.0,1265571.0,1005848.0,817791.0,645427.0,1
38,40.7349,-73.8694,B02598,30938.0,52005.0,3991.0,4256.0,2617225.0,2108973.0,1702403.0,1345197.0,1026235.0,0
39,40.7945,-73.9713,B02617,64010.0,120617.0,7454.0,7582.0,2701593.0,2343074.0,1951971.0,1580906.0,1284678.0,1
40,40.7761,-73.4831,B02598,65913.0,157031.0,1966.0,1910.0,359486.0,314381.0,257816.0,211021.0,167052.0,1
